year,popularity,valence,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,key,mode
1921,0.6533333333333333,0.3793266666666666,0.8868960000000005,0.4185973333333336,0.2318151333333333,0.3448780588666665,0.20571,-17.04866666666665,0.073662,101.53149333333327,2,1
1922,0.1408450704225352,0.5355492957746479,0.9385915492957748,0.4820422535211267,0.2378153521126759,0.4341948697183099,0.2407197183098592,-19.275281690140844,0.1166549295774648,100.88452112676056,10,1
1923,5.389189189189189,0.6254924324324328,0.9572467913513516,0.5773405405405401,0.2624064864864865,0.371732725027027,0.2274621621621621,-14.129210810810813,0.0939486486486487,114.0107297297297,0,1
1924,0.6610169491525424,0.6637254237288139,0.940199860169493,0.5498940677966102,0.3443466101694912,0.5817009136440677,0.2352190677966101,-14.231343220338989,0.0920894067796609,120.68957203389822,10,1
1925,2.6043165467625897,0.6219287769784171,0.9626070503597138,0.5738633093525181,0.2785935251798561,0.4182973612230215,0.2376679856115108,-14.14641366906474,0.1119179856115108,115.5219208633093,5,1
1926,1.4223512336719883,0.4369104571843251,0.660817216981134,0.5998802612481859,0.2114670907111756,0.3330931111175616,0.2323695936139332,-18.492538461538462,0.4837036284470243,109.64803265602328,9,1
1927,0.8016260162601626,0.6597004878048782,0.9361794552845558,0.6482682926829262,0.2643213008130081,0.3913284986504065,0.1684502439024389,-14.422373983739831,0.113609593495935,114.84652357723554,7,1
1928,1.5257731958762886,0.4957126883425853,0.9386165035685952,0.5342878667724027,0.2079477954004757,0.4948354801348136,0.1752893735130848,-17.191982553528927,0.1599114988104679,106.77226169706591,1,1
1929,0.3403361344537815,0.6365298319327733,0.6014265861344558,0.6476698529411761,0.2418007352941172,0.2152040310609246,0.2360002100840333,-16.530376050420152,0.4900007352941176,110.94835714285716,7,1
1930,0.9267151767151768,0.6162376299376306,0.936714937370057,0.5181758835758836,0.3335239189189189,0.3522059281652805,0.2213108627858629,-12.869221413721428,0.1199096673596674,109.87119438669428,2,1
1931,0.170807453416149,0.5131170807453418,0.8330399585921336,0.5952217391304357,0.2344967732919257,0.2214196416149072,0.2274279503105589,-16.51609420289853,0.4536189440993791,109.02528157349909,0,1
1932,2.151394422310757,0.5881599601593626,0.9357705179282878,0.5577976095617526,0.3020677290836656,0.2263565791633467,0.2324962151394422,-13.364055776892426,0.1390073705179282,115.11980079681273,7,1
1933,6.898697539797395,0.5994099855282197,0.899897909117222,0.57029030390738,0.2798994211287988,0.1839489396816208,0.2090719247467437,-13.06900868306802,0.0911231548480463,112.522,7,1
1934,1.2577854671280275,0.5588046712802772,0.8911487501730107,0.528705882352941,0.2621313148788928,0.276382266643599,0.2134525951557092,-14.756875432525954,0.1024569204152248,115.39084602076124,0,1
1935,1.5013175230566536,0.5455777997364957,0.7783855599472987,0.5558691699604746,0.2463669762845848,0.2258732980895915,0.2292998682476943,-15.41474967061924,0.3539123847167326,110.66795652173931,7,1
1936,5.080909090909091,0.5640635454545455,0.7723120800000008,0.5580055454545453,0.3083886092727274,0.2571099957181816,0.2214382727272726,-14.612999090909067,0.2790293636363637,109.88875454545445,10,1
1937,3.328767123287671,0.5857894977168944,0.8654357853881286,0.5421572298325723,0.3110482952815827,0.3270876216438359,0.2259677321156773,-13.11514307458143,0.0856788432267884,115.2632222222222,7,1
1938,2.0962479608482867,0.5149111092985317,0.9192803908646014,0.479977977161501,0.2809812398042416,0.3784246349265906,0.237111092985318,-14.290582381729198,0.095957259380098,111.6253278955954,0,1
1939,4.36,0.5599248999999992,0.9087381000000004,0.5126828,0.2826715000000002,0.2776824694100001,0.2391015999999999,-13.900570000000004,0.1284626999999999,113.174592,0,1
1940,0.93,0.6167094700000009,0.8476440499999951,0.52189235,0.3108928949999999,0.3168486998649998,0.2643351000000004,-13.684048000000017,0.2429576500000001,108.44933449999992,7,1
1941,1.3572916666666666,0.4794560416666661,0.8957376562500025,0.4804813541666676,0.2656431979166666,0.4449516393124999,0.2018398958333331,-15.755536458333326,0.0913652083333335,107.91512291666668,7,1
1942,1.1266349583828774,0.4774088585017848,0.8529343703923857,0.4646338882282997,0.2560794708680144,0.392882047871581,0.2128784185493456,-15.02903210463735,0.0836783590963139,106.00839774078482,7,1
1943,1.1816901408450704,0.4954545070422531,0.9027523185915528,0.4551456338028168,0.2799900422535211,0.4098969234647892,0.2392107042253524,-13.60212535211268,0.1057195774647887,106.1967915492958,5,1
1944,3.1928191489361697,0.5406954787234041,0.9076531914893636,0.5001744680851068,0.2534414494680852,0.4492919654122334,0.2387719414893616,-14.58205585106382,0.1732832446808509,105.96392952127655,10,1
1945,2.1265,0.4913613500000002,0.7096568630000005,0.5191431500000011,0.2260444155,0.2758942570149996,0.2030099500000001,-16.9814715,0.3050972999999997,108.32407049999986,0,1
1946,1.65661252900232,0.3982538283062647,0.9199445823665852,0.4144450116009276,0.2221723085846866,0.4861264096461711,0.2108183294663576,-16.921774361948952,0.0880059164733179,103.1645551044084,7,1
1947,1.6157575757575755,0.5082125454545455,0.9139650224242392,0.4713208484848491,0.2635512000000002,0.3475934179090908,0.2238293939393936,-14.377607878787892,0.1005638181818182,108.991026060606,7,1
1948,1.5273684210526317,0.4621423684210526,0.9221549999999956,0.4633694736842109,0.242464841052632,0.3554848223842104,0.2196935789473678,-15.505407368421029,0.1643593157894739,108.05836105263155,0,1
1949,3.939,0.4304195000000001,0.9075328949999956,0.4421993999999996,0.2461146149999996,0.2977615361899994,0.2088585500000004,-15.525844999999984,0.1029921,108.87313549999992,0,1
1950,3.2065,0.5516497000000001,0.8539413005999965,0.5042531000000008,0.3140711950000003,0.245000820015,0.2169584000000004,-13.863834499999962,0.1534527499999999,111.74972499999988,7,1
1951,3.1495,0.44134755,0.9022971956499974,0.4624800999999999,0.254665655,0.3084378555850002,0.2177773999999999,-15.812066000000032,0.1085066499999999,109.62587199999994,0,1
1952,3.338,0.4431349620499994,0.8743009244999965,0.4570322000000001,0.2536260100000002,0.2884126469300002,0.2329722999999998,-15.95886600000001,0.1373617999999998,108.23228049999986,0,1
1953,3.5046153846153847,0.4291420512820513,0.8909223502564074,0.4374260512820513,0.2661968307692306,0.3183223943230766,0.221734051282051,-15.499134871794872,0.0900882564102564,110.02556666666672,0,1
1954,7.987,0.4523410500000002,0.8650197272999992,0.4656388999999994,0.264347385,0.2974400082799999,0.2178411499999996,-15.408004500000024,0.1048132999999999,108.71309249999992,0,1
1955,10.1445,0.4724154999999997,0.8405510069999986,0.4881312,0.2950963400000001,0.2166044216900002,0.2214353500000001,-13.842262000000035,0.0895582,111.02127950000023,5,1
1956,15.785,0.5084230500000003,0.8230569899999975,0.4878145000000007,0.3047611200000001,0.2387634177800001,0.1822571500000002,-14.175195500000006,0.0623123499999999,112.20603900000012,0,1
1957,20.08205128205128,0.5110101538461542,0.7928023589743608,0.5034812307692305,0.2952791333333324,0.1945206161692309,0.1827485641025636,-14.124848717948735,0.0643531282051282,112.75229487179486,5,1
1958,19.2575,0.4976614999999994,0.7796118650000005,0.4800213999999995,0.3087957550000006,0.1812411100599998,0.2058408500000003,-14.16517100000002,0.0569992999999999,113.32612349999994,0,1
1959,20.773333333333333,0.4784156410256422,0.7793927897435907,0.4821143076923083,0.3109944051282049,0.1881481940615383,0.1918429230769232,-14.460136923076943,0.0678743076923077,112.11770153846165,0,1
1960,19.783783783783782,0.5239316756756759,0.7671814843243259,0.4860292432432435,0.3411423783783781,0.1765021594216216,0.2078637297297298,-13.814102702702725,0.0657835135135136,112.56167891891872,0,1
1961,19.59842105263158,0.5128512105263155,0.7519038684210535,0.4891655789473678,0.3395318673684203,0.2646232531421054,0.2089125789473681,-14.171330526315783,0.0594759473684209,111.80895789473686,0,1
1962,22.12736842105264,0.5477920526315792,0.720607806842106,0.4931643684210523,0.3710257,0.1714715509421054,0.2018957368421054,-13.177364210526294,0.0577398421052631,114.84100473684197,0,1
1963,25.5355,0.5415274500000008,0.7227048300000004,0.48162135,0.3653538849999999,0.18543231468,0.2037453000000002,-13.670647000000017,0.0520361499999999,114.32458749999984,0,1
1964,26.32102564102564,0.55726042051282,0.6941005307692291,0.5041769743589742,0.394438825641026,0.1595978017794872,0.2172323589743596,-13.048075897435869,0.0665944615384614,115.0814892307692,0,1
1965,27.52,0.5809506666666668,0.6099113295384619,0.5034505641025638,0.4490272461538461,0.1183659460923078,0.2138391282051284,-11.888213333333338,0.0575564615384614,116.83544666666688,0,1
1966,28.2815,0.5801445499999996,0.5248094599699997,0.5070204999999981,0.482208465,0.1151259555649999,0.2180930999999999,-11.356919500000007,0.05596405,116.33542399999996,2,1
1967,31.190595297648827,0.5507916958479243,0.5296103243521767,0.4926885942971483,0.4468238319159585,0.1189468546723362,0.190917658829415,-11.708829414707358,0.0490983991995996,116.6800225112558,0,1
1968,31.2595,0.5659936500000002,0.4937702403500001,0.5010080999999997,0.4569696500000004,0.112776949285,0.2173509500000005,-12.043861999999995,0.0589884999999999,115.83259149999996,0,1
1969,32.844,0.5547452849999999,0.4488463039999994,0.4880977999999999,0.4876251299999994,0.1594527081650001,0.2069658999999999,-12.062166000000008,0.0549749999999999,117.02432850000014,2,1
1970,34.3945,0.5720753999999992,0.4600571139500007,0.5063075000000004,0.495633050000001,0.1275670030849998,0.2122688000000002,-11.772557999999997,0.0516814999999999,117.1116105,2,1
1971,34.4475,0.5749132500000002,0.4583362981000009,0.5042738499999999,0.4963612550000003,0.12501788923,0.2149145500000001,-12.079936000000007,0.0594224,118.27224749999992,2,1
1972,34.485,0.5956881500000009,0.4600428051999994,0.5209994499999997,0.5045261799999999,0.1148803337599997,0.2069549500000001,-11.773563499999996,0.0548712499999999,119.412852,2,1
1973,36.428,0.5921162000000004,0.4165241889999992,0.5154494500000005,0.5361382499999989,0.0996802232299999,0.2013747499999997,-11.260197000000012,0.05782575,120.14631649999998,0,1
1974,32.2465,0.5812744000000009,0.4472074226000001,0.51533975,0.5147236550000011,0.11636098351,0.2093463499999996,-11.816489000000018,0.0573193499999999,119.41645299999983,2,1
1975,34.812,0.5694151500000002,0.4337738871950005,0.5209980000000007,0.5232085050000003,0.1113220337449999,0.2154413500000002,-11.48593899999998,0.06109845,118.6840155000002,2,1
1976,35.835,0.5807332499999998,0.3614706321099993,0.5297624999999999,0.5538432500000001,0.12162904398,0.2490321999999999,-11.114236999999996,0.0627499499999999,120.52205800000002,2,1
1977,35.8465,0.58524655,0.3393025333750004,0.5333237000000017,0.560287959000001,0.1277210319449999,0.2232140500000004,-11.077354499999998,0.0608545499999999,122.18543050000022,9,1
1978,35.891,0.5895352500000014,0.3289685734499993,0.5407746000000005,0.5614288650000007,0.1003812145099999,0.2180709499999994,-10.891867999999995,0.0627574,120.37794350000006,2,1
1979,36.172,0.6099818000000005,0.29593224063,0.5620453000000001,0.5910127149999996,0.1157513720150001,0.2134431000000002,-10.977513500000004,0.0690585999999999,122.45681650000012,0,1
1980,36.206666666666656,0.5980580512820513,0.284955397635897,0.5561523589743594,0.5977773948717964,0.1287510612717948,0.2037541025641026,-10.700942051282045,0.0592486153846154,122.98500102564113,0,1
1981,35.7525,0.5829518500000006,0.3012042267400006,0.5421846999999999,0.5993827249999998,0.1468379466199998,0.2250998999999999,-10.924404499999977,0.0579159999999999,123.16939500000014,9,1
1982,36.247,0.5864384500000001,0.2895800382050001,0.5642594000000005,0.5909193894999996,0.100016383,0.20100675,-10.9331225,0.06585305,120.91860749999992,2,1
1983,36.268,0.5721198999999989,0.2947778916300001,0.5456292999999998,0.6014252350000012,0.1454105232900004,0.1989224500000002,-11.200171000000024,0.066886,121.070629,9,1
1984,37.7745,0.5516387100000003,0.2877095803450008,0.5303089499999987,0.5910916750000013,0.1451730397350004,0.1977062,-11.523238499999987,0.0592648000000001,121.37666200000017,9,1
1985,37.013000000000005,0.5655964500000001,0.2965709032099995,0.5556424000000012,0.6015154800000013,0.1137385580749998,0.1992064499999998,-11.360688499999991,0.0584648,121.9793035000001,9,1
1986,37.5775,0.5509485500000019,0.2850806564249999,0.5409334000000001,0.6149545999999998,0.1099408543649999,0.2118794500000001,-11.10399500000002,0.0648160999999999,120.49930200000016,9,1
1987,39.685128205128215,0.5414511794871785,0.3116640663948722,0.5410193333333342,0.5798395538461533,0.1019745174666666,0.202018102564103,-11.623467179487175,0.057789641025641,120.84570717948708,7,1
1988,39.60051282051282,0.5464853897435901,0.322009946512821,0.5404594358974372,0.5856792461538458,0.117190380220513,0.207707538461538,-11.519821025641036,0.0660998974358974,120.0244256410258,7,1
1989,39.1825,0.5483329000000007,0.3133512518150009,0.5472274499999988,0.584046375000001,0.1131825446149999,0.1990802,-11.38413000000001,0.0639392499999999,120.5790015000003,7,1
1990,40.7855,0.5265268499999999,0.3328699505850001,0.5352986500000001,0.5715913950000007,0.1258262680949997,0.1909609,-11.32747949999998,0.0643452999999999,120.06273350000023,7,1
1991,41.65589743589744,0.5486552307692295,0.3327652916307699,0.5558243589743591,0.5594023641025635,0.1150923397999999,0.1886289230769235,-10.955768717948724,0.0711015897435898,119.36257435897409,7,1
1992,42.994,0.5590983000000014,0.3208087638250009,0.5550648499999989,0.5828642050000001,0.1006900830649998,0.2002455000000007,-10.575404499999976,0.0730623,122.5862185000002,7,1
1993,42.9975,0.5555684500000001,0.3090685537400004,0.5698781500000001,0.5625599100000002,0.11529396538,0.1949322500000003,-10.882701000000026,0.0763505499999999,120.36493599999991,7,1
1994,45.0615,0.5266491500000006,0.3062343630899999,0.5528299500000016,0.578772685000001,0.1118857599499999,0.1921651000000001,-10.282273000000004,0.0760493500000001,118.44516999999986,7,1
1995,44.801,0.5302466999999994,0.3025118061200004,0.5590457500000001,0.5785795100000009,0.1232687960699999,0.2013737000000004,-10.119450000000008,0.0837544499999998,119.28197799999988,0,1
1996,44.904,0.5608732500000001,0.3010268798000006,0.5878306000000001,0.5860684750000011,0.0950528120350001,0.1986863000000002,-9.44381849999999,0.08607765,117.70835699999998,7,1
1997,45.582,0.5485525000000002,0.3067156934549995,0.5768138499999994,0.5986987151000001,0.1046901786199999,0.1984788000000003,-9.200875500000018,0.0885060500000001,118.1823160000002,7,1
1998,45.8945,0.5377209,0.2914894615700001,0.5862116499999998,0.6051975050000015,0.1113257503499999,0.1937308999999996,-8.971167999999997,0.09173105,118.54010800000005,7,1
1999,47.25832906201947,0.5564528446950284,0.2715901110661201,0.5821579190158892,0.6375226022552535,0.0940681410661199,0.206308047155305,-8.266409533572531,0.094407175807278,119.50949051768336,0,1
2000,46.6840490797546,0.5594754601226991,0.2893227005163599,0.590918047034764,0.6254128323108387,0.1011677687934559,0.1976860429447853,-8.247765848670758,0.0892054192229039,118.9993231083843,7,1
2001,48.75012468827929,0.541479107231919,0.2868424748428934,0.5833178553615969,0.6269855221945144,0.1072140189925186,0.1870256359102248,-8.305095261845384,0.0891822942643391,117.76539900249378,7,1
2002,48.6555,0.5423971500000008,0.282624289885001,0.5761602999999997,0.6412697960000012,0.0880483503149999,0.1939111999999998,-7.686639500000013,0.0843075999999999,119.23973849999992,7,1
2003,48.62640736949847,0.5305042476970324,0.2564705181729783,0.5757633060388944,0.6601652610030712,0.0830492746673491,0.196976305015353,-7.485545035823955,0.0939257420675538,120.9146218014328,7,1
2004,49.27314343845372,0.5244885554425227,0.2805589466225845,0.5676803662258397,0.6488679450661226,0.0779340349084435,0.2021994404883014,-7.601655137334684,0.0942388097660224,121.29034587995956,7,1
2005,50.95333333333333,0.5325309230769236,0.2557635068666665,0.5722805641025652,0.653208511282051,0.0901943611846154,0.1900816256410258,-7.46615897435897,0.093333692307692,121.61796666666648,0,1
2006,51.31384615384616,0.5200283076923078,0.2799863520256408,0.5682301538461539,0.6503262820512825,0.0777014718769231,0.1882892820512821,-7.265500512820514,0.0858467692307692,121.79861538461536,7,1
2007,51.07589743589744,0.5167938461538473,0.2540809575538463,0.5634143589743592,0.6683047743589737,0.0729572680512819,0.1961265641025642,-7.044535897435892,0.0843473333333333,124.0875164102562,7,1
2008,50.63017902813299,0.5275418925831203,0.2491917627212275,0.5791928388746803,0.6714608207672623,0.0636620903171356,0.1984314066496162,-6.8438040920716166,0.077356368286445,123.5099335038364,0,1
2009,51.440816326530616,0.5071696617346935,0.261928619096939,0.5641903571428577,0.6707487551020408,0.0758720736836735,0.2052522959183674,-7.0460147959183645,0.0854578061224489,123.4638076530612,0,1
2010,52.73015873015873,0.5208951587301589,0.2426866435515872,0.5724883432539687,0.6817778026289684,0.0829805682192461,0.1997006448412699,-6.9099042658730125,0.0810314980158731,123.5702152777779,0,1
2011,53.30738720872582,0.4724536787307882,0.2731826625185919,0.5528669806643526,0.6483008934060499,0.103772332166584,0.2033088249876056,-7.574986117997006,0.087479276152702,121.48399702528488,2,1
2012,52.65501285347044,0.4627090128534706,0.2499530443804624,0.5708818508997433,0.6565714601542408,0.0852055206786631,0.1897330077120824,-7.260549614395888,0.081742467866324,121.78173624678668,7,1
2013,54.047064777327925,0.4547411943319834,0.2574880859564779,0.5711480263157896,0.6455968914473688,0.0983650539170038,0.1996308198380571,-7.472039473684207,0.0938488866396761,120.80682945344118,1,1
2014,55.5431421446384,0.4630487780548628,0.249312645880299,0.5899476807980057,0.6487954437905223,0.0765695548379051,0.1918215960099752,-7.06743990024938,0.0840605486284289,122.30526284289296,0,1
2015,56.70060790273557,0.4320983687943254,0.2539522577102332,0.5937740628166152,0.6270642715298895,0.1067868780547114,0.1888564336372847,-7.625639311043569,0.0967792299898684,120.11541134751768,7,1
2016,59.6471897607123,0.4315320589872012,0.2841710299554814,0.6002023928770179,0.5928552316082347,0.0939843871174179,0.181169894268225,-8.061056204785759,0.1043132999443518,118.65262993878692,0,1
2017,63.26355421686747,0.4164763112449793,0.2860990665261043,0.6122170180722886,0.5904210208835337,0.0970906090662649,0.1917126004016064,-8.31262951807228,0.1105364959839356,117.20273995983936,1,1
2018,63.29624346172135,0.4479212743699474,0.2676329907750836,0.6635004755111744,0.6024346220161672,0.0542171216690441,0.1763255349500711,-7.168785068949124,0.1271755587256302,121.9223076557296,1,1
2019,65.25654181631606,0.4588176295536167,0.2782985863365824,0.6448141097998967,0.5932240360184717,0.0776402469728064,0.1726164186762446,-7.722191893278596,0.1210433555669573,120.23564443304272,1,1
2020,64.30197044334976,0.5010478078817729,0.2199308880935964,0.6929043349753701,0.6312316354679793,0.0163755243054187,0.1785354187192117,-6.595066995073878,0.1413836945812805,124.28312857142863,1,1
